CCNum,Trans_date_Time,Attrition_Flag,Surname,Age,Gender,CreditScore,Geography,Tenure,Education_Level,Income_Category,Card_Category,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,is_fraud,Exited
714885258,01/01/2019 00:09,Existing Customer,Goforth,44,M,616,Germany,3,Unknown,$80K - $120K,Blue,4234,1348,27,143129.41,2,0,1,64327.26,0,0
709967358,01/01/2019 00:10,Existing Customer,Romeo,48,M,653,Germany,1,Post-Graduate,$80K - $120K,Blue,30367,1671,27,132602.88,1,1,0,5097.67,0,1
753327333,01/01/2019 00:10,Existing Customer,Henderson,41,M,549,Spain,9,Unknown,$80K - $120K,Blue,13535,1028,21,0,2,1,1,14406.41,0,0
806160108,01/01/2019 00:11,Existing Customer,Muldrow,61,M,587,Spain,6,High School,$40K - $60K,Blue,3193,1336,30,0,1,0,0,158684.81,0,0
709327383,01/01/2019 00:12,Existing Customer,Hao,45,F,726,France,6,Graduate,Unknown,Blue,14470,1207,21,0,2,1,1,54724.03,0,0
806165208,01/01/2019 00:13,Existing Customer,McDonald,47,M,732,France,8,Doctorate,$60K - $80K,Blue,20979,1178,27,0,2,1,1,170886.17,0,0
708508758,01/01/2019 00:14,Attrited Customer,Dellucci,62,F,636,Spain,8,Graduate,Less than $40K,Blue,1438.3,692,16,0,2,1,0,138555.46,0,0
784725333,01/01/2019 00:17,Existing Customer,Gerasimov,41,M,510,Spain,4,High School,$40K - $60K,Blue,4470,931,18,0,1,1,0,118913.53,0,1
811604133,01/01/2019 00:17,Existing Customer,Mosman,47,F,669,France,3,Unknown,Less than $40K,Blue,2492,1126,23,0,2,0,1,8487.75,0,0
789124683,01/01/2019 00:18,Existing Customer,Yen,54,M,846,France,5,Unknown,$80K - $120K,Blue,12217,1110,21,0,1,1,1,187616.16,0,0
771071958,01/01/2019 00:18,Existing Customer,Maclean,41,F,577,France,3,Graduate,Less than $40K,Blue,7768,1051,22,0,2,0,1,124508.29,0,0
720466383,01/01/2019 00:20,Existing Customer,Young,59,M,756,Germany,2,High School,$40K - $60K,Blue,14784,1197,23,136815.64,1,1,1,170041.95,0,0
804424383,01/01/2019 00:21,Existing Customer,Nebechi,63,M,571,France,9,Unknown,$60K - $80K,Blue,10215,1904,40,0,2,0,0,38433.35,0,0
718813833,01/01/2019 00:22,Existing Customer,McWilliams,44,F,574,Germany,3,Uneducated,Unknown,Blue,10100,1052,18,141349.43,1,1,1,100187.43,0,0
806624208,01/01/2019 00:22,Existing Customer,Lucciano,47,M,411,France,0,High School,$40K - $60K,Blue,4785,1045,38,59697.17,2,1,1,53483.21,0,0
778348233,01/01/2019 00:22,Existing Customer,Azikiwe,53,M,591,Spain,3,Unknown,$80K - $120K,Blue,2753,1038,25,0,3,1,0,140469.38,0,1
712991808,01/01/2019 00:22,Existing Customer,Odinakachukwu,53,M,533,France,7,Uneducated,$60K - $80K,Blue,2451,1596,26,85311.7,1,0,1,156731.91,0,0
709029408,01/01/2019 00:22,Existing Customer,Sanderson,41,M,553,Germany,9,Graduate,$60K - $80K,Blue,8923,1589,24,110112.54,2,0,0,81898.81,0,0
788658483,01/01/2019 00:23,Existing Customer,Maggard,53,F,520,Spain,6,College,Less than $40K,Blue,2650,1411,28,0,2,1,1,34410.55,0,0
787937058,01/01/2019 00:23,Existing Customer,Clements,58,M,722,Spain,9,Graduate,$80K - $120K,Blue,12555,1291,24,0,2,1,1,142033.07,0,0
715318008,01/01/2019 00:25,Existing Customer,Lombardo,55,F,475,France,0,College,Less than $40K,Blue,3520,1407,43,134264.04,1,1,0,27822.99,0,1
713962233,01/01/2019 00:26,Existing Customer,Watson,55,F,490,Spain,3,Graduate,Less than $40K,Blue,3035,1877,37,145260.23,1,0,1,114066.77,0,0
785432733,01/01/2019 00:27,Existing Customer,Lorenzo,42,F,804,Spain,7,High School,Less than $40K,Gold,15433,966,22,76548.6,1,0,1,98453.45,0,0
715190283,01/01/2019 00:27,Existing Customer,Armstrong,57,F,850,France,7,Graduate,$40K - $60K,Blue,3672,1464,28,0,1,1,1,40812.9,0,0
708300483,01/01/2019 00:29,Attrited Customer,Cameron,66,F,582,Germany,6,Doctorate,Unknown,Blue,7882,704,16,70349.48,2,0,1,178074.04,0,0
827111283,01/01/2019 00:30,Existing Customer,Hsiao,45,M,472,Spain,4,Graduate,$80K - $120K,Blue,32426,1109,28,0,1,1,0,70154.22,0,0
758551608,01/01/2019 00:31,Existing Customer,Clarke,51,M,465,France,8,Unknown,$40K - $60K,Blue,6205,1347,28,122522.32,1,0,0,181297.65,0,1
773146383,01/01/2019 00:31,Existing Customer,Osborne,50,F,556,France,2,College,$40K - $60K,Silver,17304,1756,33,117419.35,1,1,1,94153.83,0,0
778493808,01/01/2019 00:32,Existing Customer,Lavine,49,M,834,France,2,High School,$60K - $80K,Blue,3906,1756,32,131394.56,1,0,0,194365.76,0,1
720572508,01/01/2019 00:32,Existing Customer,Bianchi,38,F,660,Spain,5,Graduate,Unknown,Blue,9830,1042,23,155931.11,1,1,1,158338.39,0,0
712661433,01/01/2019 00:32,Existing Customer,Tyler,49,M,776,Germany,4,Uneducated,$80K - $120K,Blue,34516,1444,28,109421.13,2,1,1,126517.46,0,0
789172683,01/01/2019 00:33,Existing Customer,Martin,56,M,829,Germany,9,Doctorate,$60K - $80K,Blue,2283,1741,27,112045.67,1,1,1,119708.21,0,1
738406533,01/01/2019 00:34,Existing Customer,Okagbue,59,M,637,Germany,9,Doctorate,$40K - $60K,Blue,2548,1719,27,137843.8,1,1,1,117622.8,0,1
799723908,01/01/2019 00:36,Existing Customer,Yin,46,M,550,Germany,2,High School,$80K - $120K,Blue,19458,1217,27,103391.38,1,0,1,90878.13,0,0
771490833,01/01/2019 00:36,Existing Customer,Buccho,52,M,776,Germany,2,College,$80K - $120K,Blue,4745,1140,40,103769.22,2,1,0,194099.12,0,0
720756708,01/01/2019 00:37,Existing Customer,Chidiebele,52,F,698,Germany,10,Unknown,Less than $40K,Blue,2622,1878,30,116363.37,2,1,0,198059.16,0,0
779471883,01/01/2019 00:39,Attrited Customer,Trevisani,54,F,585,Germany,5,Graduate,Less than $40K,Blue,1438.3,705,19,146050.97,2,0,0,86424.57,0,0
711525033,01/01/2019 00:39,Existing Customer,O'Brien,66,F,788,France,5,High School,Less than $40K,Blue,3171,1946,38,0,2,0,0,116978.19,0,0
712813458,01/01/2019 00:39,Existing Customer,Parkhill,49,M,655,Germany,8,Unknown,$120K +,Blue,19763,1414,35,125561.97,1,0,0,164040.94,0,1
714374133,01/01/2019 00:40,Attrited Customer,Yoo,56,M,601,Germany,1,Graduate,$120K +,Blue,15769,602,15,98495.72,1,1,0,40014.76,0,1
717891558,01/01/2019 00:40,Existing Customer,Phillipps,49,F,619,France,1,Graduate,Less than $40K,Blue,3298,1052,32,125211.92,1,1,1,113410.49,0,0
716632758,01/01/2019 00:40,Existing Customer,Tsao,49,F,656,France,5,Graduate,Less than $40K,Blue,2802,1295,40,127864.4,1,1,0,87107.57,0,0
768563658,01/01/2019 00:40,Existing Customer,Endrizzi,56,M,725,Germany,0,Uneducated,$40K - $60K,Blue,4458,1424,29,75888.2,1,0,0,45613.75,0,0
711427458,01/01/2019 00:41,Existing Customer,T'ien,44,F,511,Spain,4,Graduate,Unknown,Blue,6273,1359,25,0,1,1,0,1643.11,0,1
714091983,01/01/2019 00:41,Existing Customer,Velazquez,42,M,614,France,4,High School,$60K - $80K,Blue,3336,1168,27,40685.92,1,1,1,46775.28,0,0
787584108,01/01/2019 00:42,Existing Customer,Hunter,55,M,742,Germany,5,Unknown,$80K - $120K,Blue,3436,1097,33,136857,1,0,0,84509.57,0,0
712030833,01/01/2019 00:43,Attrited Customer,Clark,48,M,687,Germany,9,Graduate,$60K - $80K,Silver,34516,691,15,152328.88,2,0,0,126494.82,0,0
711481533,01/01/2019 00:44,Existing Customer,Jeffrey,39,M,555,Spain,1,High School,$60K - $80K,Blue,5926,1316,28,56084.69,2,0,0,178798.13,0,0
710082708,01/01/2019 00:44,Existing Customer,Pirozzi,44,M,684,Spain,8,Post-Graduate,$120K +,Blue,23957,1276,26,78707.16,1,1,1,99398.36,0,0
708155733,01/01/2019 00:45,Existing Customer,Jackson,53,M,603,Germany,4,High School,$120K +,Blue,14734,1289,23,109166.37,1,1,1,92840.67,0,0
788979258,01/01/2019 00:46,Existing Customer,Hammond,51,M,751,Germany,6,Uneducated,$80K - $120K,Silver,34516,1293,32,169831.46,2,1,1,27758.36,0,0
807986133,01/01/2019 00:47,Existing Customer,Brownless,57,M,581,Germany,1,College,$60K - $80K,Blue,6584,1353,35,101633.04,1,1,0,110431.51,0,0
788730933,01/01/2019 00:48,Existing Customer,Chibugo,44,F,735,Germany,10,Uneducated,Less than $40K,Blue,2084,1132,28,123180.01,2,1,1,196673.28,0,0
711314058,01/01/2019 00:49,Existing Customer,Glauert,49,M,661,Germany,5,Graduate,$60K - $80K,Blue,1687,1670,17,150725.53,2,0,1,113656.85,0,0
717975333,01/01/2019 00:49,Existing Customer,Pisano,50,M,675,France,8,Doctorate,$80K - $120K,Blue,25300,837,15,98373.26,1,1,0,18203,0,0
715971108,01/01/2019 00:50,Existing Customer,Konovalova,51,M,738,Germany,2,Graduate,$120K +,Blue,34516,1550,41,133745.44,4,1,0,28373.86,0,1
720096558,01/01/2019 00:52,Existing Customer,McKee,55,F,813,France,6,Graduate,Less than $40K,Blue,2216,1540,36,0,1,1,0,33953.87,0,0
719580033,01/01/2019 00:55,Existing Customer,Palermo,54,M,657,Spain,0,Graduate,$60K - $80K,Blue,2910,1256,21,163607.18,1,0,1,44203.55,0,0
820582308,01/01/2019 00:56,Existing Customer,Ballard,42,M,604,Germany,5,Uneducated,$80K - $120K,Blue,22913,1394,35,157780.84,2,1,1,58426.81,0,0
789973308,01/01/2019 00:56,Existing Customer,Wallace,44,M,519,France,9,College,$60K - $80K,Blue,24312,1341,24,0,2,0,1,145562.4,0,0
712876233,01/01/2019 00:56,Existing Customer,Cavenagh,53,M,735,France,1,Graduate,$80K - $120K,Blue,5272,1289,33,178718.19,2,1,0,22388,0,0
804595158,01/01/2019 00:57,Existing Customer,Hu,44,F,664,France,8,Graduate,Less than $40K,Blue,7000,1112,23,0,2,1,1,139161.64,0,0
714826758,01/01/2019 00:57,Existing Customer,Read,37,F,678,France,9,Uneducated,Less than $40K,Blue,7038,2339,57,0,1,1,1,148210.64,0,0
779058108,01/01/2019 00:58,Existing Customer,Bushell,49,M,757,Spain,5,Graduate,$60K - $80K,Blue,2536,1468,23,77253.22,1,0,1,194239.63,0,0
710790258,01/01/2019 00:58,Existing Customer,Postle,47,M,416,Germany,10,Graduate,$80K - $120K,Blue,28904,1334,35,122189.66,2,1,0,98301.61,0,0
715623483,01/01/2019 00:59,Existing Customer,Buley,47,M,665,France,1,Graduate,$60K - $80K,Blue,8567,1457,41,96645.54,2,0,0,171413.66,0,0
715156383,01/01/2019 01:00,Existing Customer,Leonard,44,M,777,France,2,Unknown,$120K +,Blue,34516,1603,29,0,1,1,0,136458.19,0,1
711013983,01/01/2019 01:00,Attrited Customer,Mills,55,F,543,France,3,Unknown,$40K - $60K,Blue,2158,615,12,0,2,0,0,26019.59,0,0
755420433,01/01/2019 01:01,Existing Customer,Onyeorulu,59,F,506,France,4,Graduate,Unknown,Blue,10133,1068,20,90307.62,1,1,1,159235.29,0,0
794543958,01/01/2019 01:02,Existing Customer,Beit,53,M,493,France,4,Graduate,$80K - $120K,Blue,34516,1590,27,0,2,1,0,1907.66,0,0
716396358,01/01/2019 01:02,Existing Customer,Ndukaku,52,M,652,Spain,10,Graduate,$60K - $80K,Blue,3085,1531,35,0,2,1,1,114675.75,0,0
715398033,01/01/2019 01:04,Existing Customer,Gant,53,M,750,Spain,3,High School,$120K +,Blue,19040,1212,31,121681.82,1,1,0,128643.35,0,1
711743883,01/01/2019 01:06,Existing Customer,Rowley,43,F,729,France,9,Uneducated,Less than $40K,Blue,4026,1237,32,0,2,1,0,151869.35,0,0
719720058,01/01/2019 01:06,Existing Customer,Sharpe,44,M,646,France,4,High School,$60K - $80K,Blue,12756,1413,14,0,3,1,0,93251.42,0,1
778992108,01/01/2019 01:08,Existing Customer,Osborne,57,M,635,Germany,3,Unknown,$120K +,Blue,5266,1516,29,81623.67,2,1,1,156791.36,0,0
717539808,01/01/2019 01:09,Existing Customer,Heap,51,F,647,Spain,5,High School,Less than $40K,Blue,9930,1276,21,0,3,1,1,174205.22,0,1
714070758,01/01/2019 01:09,Existing Customer,Ritchie,49,M,808,France,7,High School,$80K - $120K,Blue,31302,1564,35,118626.55,2,1,0,147132.46,0,0
714107958,01/01/2019 01:09,Existing Customer,Cole,45,M,524,France,10,Graduate,$40K - $60K,Blue,6576,1465,34,0,2,1,0,109614.57,0,0
789140283,01/01/2019 01:09,Existing Customer,Capon,53,M,769,France,8,Graduate,$80K - $120K,Blue,2664,1286,29,0,2,1,1,172290.61,0,0
715550508,01/01/2019 01:10,Existing Customer,Capon,45,F,730,Spain,4,Unknown,Unknown,Blue,2535,1312,20,0,2,0,1,85982.47,0,0
719712633,01/01/2019 01:11,Existing Customer,Fiorentini,64,M,515,Spain,10,Graduate,Less than $40K,Blue,1709,1673,32,176273.95,1,0,1,121277.78,0,0
772629333,01/01/2019 01:14,Existing Customer,Graham,45,M,773,Spain,9,Graduate,$40K - $60K,Blue,3454,1313,30,102827.44,1,0,1,64595.25,0,0
720336708,01/01/2019 01:14,Existing Customer,Yuille,53,M,814,Germany,8,Doctorate,$40K - $60K,Blue,3789,1609,42,97086.4,2,1,1,197276.13,0,0
802013583,01/01/2019 01:14,Existing Customer,Allard,56,M,710,Spain,8,College,$120K +,Blue,9689,1158,19,0,2,0,0,99645.04,0,0
711887583,01/01/2019 01:15,Attrited Customer,Fanucci,47,M,413,France,9,Unknown,$80K - $120K,Blue,5449,836,18,0,2,0,0,6534.18,0,0
714778833,01/01/2019 01:16,Existing Customer,Fu,49,F,665,France,6,College,Unknown,Blue,23032,1289,22,0,1,1,1,161848.03,0,0
713843283,01/01/2019 01:17,Existing Customer,Hung,41,F,623,France,6,Unknown,Unknown,Silver,34516,1487,26,0,2,0,0,167162.43,0,0
779155158,01/01/2019 01:18,Existing Customer,Hung,53,M,738,France,9,Graduate,$120K +,Blue,2940,1259,33,82674.15,1,1,0,41970.72,0,0
721091583,01/01/2019 01:19,Existing Customer,Bradley,44,F,528,Spain,7,Graduate,Less than $40K,Blue,3031,1298,15,0,2,1,0,60536.56,0,0
713572683,01/01/2019 01:19,Existing Customer,Dunbabin,44,M,670,Spain,1,High School,$60K - $80K,Blue,1862,1226,34,0,1,1,1,177655.68,0,1
716657058,01/01/2019 01:20,Existing Customer,Mauldon,43,F,622,Spain,4,Post-Graduate,Less than $40K,Blue,8358,1566,37,107073.27,2,1,1,30984.59,0,1
779509983,01/01/2019 01:21,Existing Customer,Stiger,53,M,582,Germany,1,Post-Graduate,$120K +,Blue,34516,1022,21,88938.62,1,1,1,10054.53,0,0
717929133,01/01/2019 01:22,Existing Customer,Parsons,44,M,785,Germany,2,Uneducated,$60K - $80K,Blue,14450,1235,30,99806.85,1,0,1,36976.52,0,0
808284783,01/01/2019 01:22,Existing Customer,Walkom,62,F,605,Spain,5,Unknown,Less than $40K,Blue,1438.3,1951,44,150092.8,1,0,0,71862.79,0,0
708476808,01/01/2019 01:23,Existing Customer,T'ang,54,M,479,Germany,9,Unknown,$120K +,Blue,33791,1047,31,92833.89,1,1,0,99449.86,0,1
710916408,01/01/2019 01:23,Existing Customer,Eremenko,57,M,685,Germany,3,Graduate,$60K - $80K,Blue,8466,1342,32,90536.81,1,0,1,63082.88,0,0
708492558,01/01/2019 01:23,Existing Customer,Rowntree,42,M,538,Germany,7,Unknown,$60K - $80K,Blue,15088,1107,21,108055.1,2,1,0,27231.26,0,0
799825758,01/01/2019 01:23,Existing Customer,Thorpe,42,M,562,France,2,High School,$60K - $80K,Blue,3263,1251,35,100238.35,1,0,0,86797.41,0,0
718619883,01/01/2019 01:23,Existing Customer,Chiemela,54,F,675,Spain,9,Uneducated,Less than $40K,Blue,1494,1305,24,106190.55,1,0,1,22994.32,0,0
711844758,01/01/2019 01:25,Existing Customer,Fanucci,48,M,721,Germany,9,Graduate,$80K - $120K,Blue,13551,1388,37,154475.54,2,0,1,101300.94,0,1
714798783,01/01/2019 01:26,Existing Customer,Ko,49,M,628,Germany,9,Graduate,$80K - $120K,Blue,18886,1235,18,132351.29,2,1,1,74169.13,0,0
826762908,01/01/2019 01:28,Existing Customer,Welch,52,M,668,Germany,6,High School,$80K - $120K,Blue,11976,2089,36,167864.4,1,1,0,115638.29,0,0
771894558,01/01/2019 01:28,Existing Customer,Duncan,50,M,506,France,1,High School,$80K - $120K,Blue,9964,1626,25,0,2,1,0,31766.3,0,0
721074183,01/01/2019 01:30,Existing Customer,Chidozie,49,M,524,Germany,8,Doctorate,$60K - $80K,Blue,24159,1111,24,107818.63,1,1,0,199725.39,0,1
715259583,01/01/2019 01:30,Existing Customer,Wu,53,F,699,Germany,4,High School,Less than $40K,Blue,5362,1553,38,185173.81,2,1,0,120834.48,0,0
718414008,01/01/2019 01:31,Existing Customer,Culbreth,50,M,828,France,8,Graduate,$120K +,Blue,34516,1064,13,129433.34,2,0,0,38131.77,0,0
719666283,01/01/2019 01:31,Existing Customer,Kennedy,55,F,674,Spain,6,Doctorate,Less than $40K,Blue,3174,1243,29,120193.42,1,0,0,100130.95,0,0
714877233,01/01/2019 01:32,Existing Customer,Cameron,53,M,656,France,6,High School,$80K - $120K,Blue,12262,1659,38,0,2,1,0,141069.88,0,0
785387883,01/01/2019 01:32,Existing Customer,Calabresi,47,F,684,Germany,10,High School,$40K - $60K,Blue,3788,1594,47,126384.42,1,1,1,198129.36,0,0
771075258,01/01/2019 01:32,Existing Customer,Zetticci,55,M,625,France,3,College,$120K +,Silver,34516,1268,42,0,1,0,0,183646.41,0,0
711318033,01/01/2019 01:33,Existing Customer,Fuller,47,M,432,France,9,Graduate,$60K - $80K,Blue,2926,1304,24,152603.45,1,1,0,110265.24,0,1
783554958,01/01/2019 01:33,Existing Customer,MacDonald,58,M,549,France,1,Graduate,$120K +,Blue,32090,1368,30,0,1,0,1,8636.05,0,1
720201033,01/01/2019 01:34,Attrited Customer,Piccio,53,M,625,Germany,0,Graduate,$80K - $120K,Blue,11669,720,23,148507.24,1,1,0,46824.08,0,1
718039683,01/01/2019 01:34,Existing Customer,Kennedy,52,M,828,France,7,High School,$40K - $60K,Blue,13532,1521,29,0,2,1,0,171378.77,0,0
710806083,01/01/2019 01:34,Existing Customer,Fernie,50,F,770,France,9,Uneducated,Less than $40K,Silver,11888,1137,30,101827.07,1,1,0,167256.35,0,0
714752208,01/01/2019 01:36,Existing Customer,He,42,F,758,France,3,Graduate,Less than $40K,Blue,2393,978,16,0,2,1,1,124226.16,0,0
822063408,01/01/2019 01:36,Existing Customer,Kaodilinakachukwu,43,M,795,Germany,9,Unknown,$40K - $60K,Blue,6111,1221,16,130862.43,1,1,1,114935.21,0,0
714490308,01/01/2019 01:36,Existing Customer,Cocci,57,M,687,France,9,Graduate,$80K - $120K,Blue,19270,1565,28,122570.87,1,1,1,35608.88,0,0
713356833,01/01/2019 01:37,Existing Customer,Alekseeva,52,M,686,France,1,Graduate,$80K - $120K,Blue,3710,1578,34,0,2,0,1,16459.37,0,0
711402333,01/01/2019 01:37,Existing Customer,Chinweike,47,M,789,Germany,7,Doctorate,Less than $40K,Blue,3235,1493,32,124828.46,2,1,1,124411.08,0,0
708296883,01/01/2019 01:37,Existing Customer,Arthur,44,F,589,Germany,5,Graduate,$40K - $60K,Blue,11749,1178,27,144895.05,2,1,1,34941.23,0,0
719154483,01/01/2019 01:38,Existing Customer,Li,53,M,461,Germany,5,High School,$60K - $80K,Blue,7753,991,26,63663.93,1,0,1,167784.28,0,0
717721458,01/01/2019 01:39,Existing Customer,Ma,45,M,637,France,2,College,$60K - $80K,Blue,10408,2560,42,133463.1,1,0,1,93165.34,0,0
711112683,01/01/2019 01:41,Existing Customer,Chia,63,F,584,Spain,2,College,Unknown,Blue,3967,1657,29,213146.2,1,1,0,75161.25,0,1
715674483,01/01/2019 01:41,Existing Customer,Vasin,39,F,579,Spain,1,Post-Graduate,Less than $40K,Blue,6205,1204,19,129490.36,2,0,1,8590.83,0,1
789322833,01/01/2019 01:41,Attrited Customer,Groves,48,F,756,Germany,10,High School,Less than $40K,Blue,8025,673,18,137452.09,1,1,0,189543.9,0,0
789968058,01/01/2019 01:42,Existing Customer,Tien,51,M,663,France,7,Unknown,$120K +,Blue,9036,1131,18,0,2,1,1,180427.24,0,0
709919283,01/01/2019 01:43,Existing Customer,Forwood,54,M,682,France,5,Graduate,$80K - $120K,Blue,14926,1576,25,125851.93,1,1,1,193318.33,0,0
718744008,01/01/2019 01:43,Existing Customer,Greeves,59,F,793,Spain,2,Graduate,Less than $40K,Blue,6335,1217,20,0,1,1,0,159123.82,0,1
767712558,01/01/2019 01:44,Attrited Customer,Taylor,59,M,691,France,5,College,$60K - $80K,Blue,14979,530,10,40915.55,1,1,0,126213.84,0,1
712950783,01/01/2019 01:44,Attrited Customer,Madukwe,48,F,485,Spain,5,Uneducated,Less than $40K,Blue,2732,739,16,113157.22,1,1,1,54141.5,0,0
716104983,01/01/2019 01:45,Existing Customer,Bennelong,41,F,635,Spain,8,Graduate,Less than $40K,Blue,2250,1617,31,138296.94,2,1,0,141075.51,0,0
818839983,01/01/2019 01:46,Existing Customer,Olisanugo,55,M,650,France,5,Graduate,$120K +,Blue,10916,1592,34,106967.18,1,0,0,24495.03,0,0
772288758,01/01/2019 01:46,Existing Customer,Chukwufumnanya,47,F,735,France,9,Graduate,Unknown,Blue,5349,1343,30,120681.63,1,1,0,74836.34,0,0
712350858,01/01/2019 01:47,Existing Customer,Harris,41,M,416,France,0,High School,$80K - $120K,Blue,9366,1303,39,0,2,0,1,878.87,0,0
711009708,01/01/2019 01:47,Existing Customer,Morgan,40,M,754,Spain,7,High School,$80K - $120K,Blue,21617,1351,22,0,2,1,0,89520.75,0,0
712720158,01/01/2019 01:49,Existing Customer,Alexeeva,68,M,535,France,9,Graduate,Unknown,Blue,13860,1910,32,0,1,1,0,149892.79,0,1
712215258,01/01/2019 01:49,Existing Customer,Metcalfe,50,F,716,Spain,8,Graduate,$40K - $60K,Silver,18386,1298,22,0,2,1,0,180800.42,0,0
773827008,01/01/2019 01:49,Existing Customer,Humphries,47,M,539,France,2,Uneducated,$60K - $80K,Blue,2405,1087,29,127609.59,1,1,0,98646.22,0,0
795232683,01/01/2019 01:50,Existing Customer,Milne,53,F,614,France,6,College,Less than $40K,Blue,2154,1439,26,0,2,1,1,109041.53,0,0
713786508,01/01/2019 01:50,Existing Customer,Chou,42,F,706,Spain,7,Unknown,$40K - $60K,Blue,2038,1238,28,0,1,1,0,17941.16,0,1
713539833,01/01/2019 01:53,Existing Customer,Li,48,F,758,France,7,High School,$40K - $60K,Blue,8135,1716,29,0,2,0,0,82996.47,0,0
712454058,01/01/2019 01:54,Existing Customer,Clayton,49,M,586,Spain,2,Doctorate,$120K +,Blue,9364,1099,27,0,2,1,1,92067.35,0,0
718759833,01/01/2019 01:56,Existing Customer,Maclean,44,F,646,France,6,Uneducated,Unknown,Silver,32643,1058,24,97259.25,1,0,1,104719.66,0,0
718803333,01/01/2019 01:56,Existing Customer,Chigolum,43,F,631,Germany,4,Graduate,Less than $40K,Blue,3195,1285,29,123246.7,1,0,0,112687.57,0,0
720253908,01/01/2019 01:58,Existing Customer,Wilkinson,56,M,717,Spain,6,High School,$80K - $120K,Blue,2852,1651,28,101060.25,1,0,1,84699.56,0,0
714133158,01/01/2019 01:59,Existing Customer,Wei,59,F,684,France,2,College,Unknown,Blue,4224,1152,31,0,2,1,0,83473.82,0,0
713187033,01/01/2019 02:00,Existing Customer,Treacy,46,M,800,France,7,Uneducated,$60K - $80K,Blue,20459,1767,38,108007.36,1,0,0,47125.11,0,0
714791208,01/01/2019 02:00,Existing Customer,Hu,47,F,721,Spain,2,Unknown,Less than $40K,Blue,3482,1039,24,0,2,1,1,106977.8,0,0
772426383,01/01/2019 02:00,Existing Customer,Taverner,50,F,683,Spain,0,Uneducated,$40K - $60K,Blue,3065,1130,28,133702.89,1,1,0,55582.54,0,1
710975883,01/01/2019 02:01,Existing Customer,Sherman,51,F,660,Germany,9,Uneducated,Less than $40K,Blue,2185,1645,30,125189.75,2,1,1,139874.43,0,0
714264408,01/01/2019 02:01,Existing Customer,Taubman,47,F,704,Germany,7,Uneducated,Less than $40K,Blue,1611,1413,29,113034.22,1,1,0,162503.48,0,1
715827858,01/01/2019 02:01,Existing Customer,Robinson,58,F,615,Spain,9,Uneducated,Less than $40K,Blue,2822,1218,23,109013.23,1,1,0,196499.96,0,0
713741358,01/01/2019 02:02,Attrited Customer,Pinto,46,M,667,Spain,2,Graduate,$80K - $120K,Blue,32975,597,17,0,2,1,0,40721.24,0,1
